0,1,2,3,4,5,6,7,8,9,10,x_axis,y_axis,z_axis,orientation,Messurement_points,labels
-77.0,,-76.0,-63.0,-76.0,,,,,,,8.0,26.1,0.0,180,P-5,2
,,,-78.0,-66.0,-78.0,,,,,,9.3,39.3,0.0,180,P-5,1
-69.0,-69.0,-78.0,,,,,,,,,6.6,5.7,0.0,180,P-5,3
,,,,-78.0,,,,,,,8.0,33.3,0.0,180,P-5,4
-63.0,-62.0,,,,,-74.0,-75.0,,,,6.6,10.5,0.0,180,P-5,0
,,,,-68.0,,,,,,,9.3,41.7,0.0,180,P-5,1
-73.0,-67.0,-78.0,-76.0,,,,,,,,9.3,10.5,0.0,270,P-5,0
,,,-53.0,-75.0,-78.0,,,,,,6.6,27.3,0.0,270,P-5,2
-77.0,-75.0,-69.0,-65.0,-75.0,-78.0,-77.0,-77.0,,,,9.3,20.1,0.0,270,P-5,5
,,,,-71.0,,,,,,,9.3,41.7,0.0,270,P-5,1
,,-78.0,-78.0,-67.0,,,,,,,6.6,41.7,0.0,270,P-5,1
-66.0,-72.0,,,,,-72.0,,,,,6.6,5.7,0.0,270,P-5,3
,,,-77.0,-77.0,-75.0,-76.0,,,,,9.3,34.5,0.0,270,P-5,4
,,,-74.0,-72.0,,,,,,,9.3,32.1,0.0,270,P-5,4
,,-62.0,-75.0,,,-78.0,,,,,9.3,20.1,0.0,270,P-5,5
,,,,-73.0,,,,,,,6.6,41.7,0.0,270,P-5,1
-70.0,-67.0,-71.0,,,,-71.0,,-76.0,-78.0,,6.6,12.9,0.0,270,P-5,0
,,,,-69.0,-77.0,,,,,,9.3,39.3,0.0,270,P-5,1
-73.0,,-66.0,-68.0,,,,,,,,8.0,18.9,0.0,270,P-5,5
-71.0,,-65.0,-65.0,-75.0,-78.0,,,,,,6.6,20.1,0.0,270,P-5,5
-66.0,-65.0,-76.0,,-76.0,,-72.0,,-71.0,,,8.0,11.7,0.0,270,P-5,0
-66.0,-65.0,-72.0,-69.0,,,-69.0,,-77.0,,,9.3,12.9,0.0,270,P-5,0
-75.0,,-77.0,-69.0,-71.0,,,,-78.0,,,6.6,20.1,0.0,270,P-5,5
-78.0,,,,-71.0,,,,,,,9.3,32.1,0.0,270,P-5,4
,,,-72.0,-77.0,-76.0,,,,,,9.3,27.3,0.0,270,P-5,2
,,-61.0,-78.0,,,,-66.0,,,,6.6,20.1,0.0,270,P-5,5
,,,,-76.0,,,,,,,6.6,41.7,0.0,270,P-5,1
,,,,-63.0,,,,,,,8.0,33.3,0.0,270,P-5,4
,,,-78.0,-63.0,,-74.0,,,,,6.6,39.3,0.0,270,P-5,1
,,,,-62.0,,,,,,,9.3,39.3,0.0,270,P-5,1
,,-77.0,,-72.0,-75.0,,,,,,6.6,34.5,0.0,270,P-5,4
,,,,-72.0,,,,,,,6.6,32.1,0.0,270,P-5,4
-76.0,-77.0,,,,,-77.0,,,,,6.6,3.3,0.0,270,P-5,3
-72.0,-64.0,,,-78.0,,,-78.0,,,,8.0,11.7,0.0,270,P-5,0
,,,,-72.0,,,,,,,9.3,39.3,0.0,270,P-5,1
-68.0,-78.0,-67.0,,-75.0,,,-78.0,-77.0,,,9.3,17.7,0.0,270,P-5,5
-64.0,,,,,,,,,,,8.9,3.3,0.0,270,P-5,3
-65.0,-76.0,-78.0,-73.0,,,-69.0,-78.0,,,,6.6,3.3,0.0,270,P-5,3
-67.0,-64.0,,,,,-75.0,-78.0,,,,6.6,10.5,0.0,270,P-5,0
-71.0,,-72.0,,-71.0,,-76.0,,,,,6.6,10.5,0.0,270,P-5,0
,,,-74.0,-65.0,,,,,,,6.6,34.5,0.0,270,P-5,4
,,,-76.0,-62.0,,,,,,,6.6,34.5,0.0,270,P-5,4
-76.0,-77.0,-72.0,-74.0,,,-74.0,,,,,9.3,17.7,0.0,270,P-5,5
-73.0,,,,,,-76.0,,,,,7.8,4.5,0.0,270,P-5,3
,,-77.0,,-77.0,,,,,,,6.6,32.1,0.0,270,P-5,4
-78.0,,,-67.0,-71.0,-75.0,,,,,,9.3,27.3,0.0,270,P-5,2
-65.0,,,,,,-76.0,,,,,8.9,5.7,0.0,270,P-5,3
,,-74.0,-62.0,-73.0,-73.0,,,,,,8.0,26.1,0.0,270,P-5,2
,,-77.0,-69.0,,,,,,,,6.6,32.1,0.0,270,P-5,4
-71.0,-65.0,-77.0,-75.0,,,-75.0,,,,,9.3,10.5,0.0,270,P-5,0
-66.0,,,-63.0,,-72.0,,,,,,9.3,27.3,0.0,270,P-5,2
,,-68.0,-73.0,,,,,-78.0,,,8.0,18.9,0.0,270,P-5,5
-63.0,,,,,,-68.0,,,,,8.9,3.3,0.0,270,P-5,3
-72.0,,-69.0,-46.0,-69.0,,-77.0,-78.0,,,,6.6,27.3,0.0,270,P-5,2
,,,-73.0,-72.0,-78.0,,,,,,8.0,33.3,0.0,270,P-5,4
-71.0,,,-77.0,,,-75.0,,,,,8.9,3.3,0.0,270,P-5,3
-66.0,,,-78.0,,,,,-76.0,,,9.3,10.5,0.0,270,P-5,0
,-74.0,,-74.0,,,-77.0,,,,,9.3,17.7,0.0,270,P-5,5
,,,-76.0,-78.0,-75.0,,,,,,6.6,32.1,0.0,270,P-5,4
-66.0,,,-63.0,,-72.0,-77.0,,,,,9.3,27.3,0.0,270,P-5,2
-69.0,-66.0,-72.0,,,,-69.0,,-76.0,-78.0,,6.6,12.9,0.0,270,P-5,0
,,,,-71.0,,,,,,,9.3,41.7,0.0,270,P-5,1
,-78.0,-73.0,-77.0,-74.0,-74.0,-76.0,,,,,6.6,24.9,0.0,270,P-5,2
,,,,-67.0,,,,,,,9.3,39.3,0.0,270,P-5,1
-66.0,-75.0,,-73.0,,,-77.0,-77.0,,-76.0,,6.6,10.5,0.0,270,P-5,0
,,-73.0,-63.0,-78.0,-76.0,,,,,,6.6,24.9,0.0,270,P-5,2
-72.0,-76.0,-78.0,,,,,,,,,8.9,5.7,0.0,90,P-5,3
-63.0,-70.0,,,,,-77.0,-74.0,-76.0,-78.0,,9.3,10.5,0.0,90,P-5,0
-75.0,-73.0,-65.0,-65.0,,-73.0,-78.0,,,,,9.3,24.9,0.0,90,P-5,2
-77.0,,-76.0,-76.0,-75.0,,-73.0,,,,,6.6,5.7,0.0,90,P-5,3
,,-75.0,-72.0,-75.0,-72.0,-78.0,,,,,6.6,32.1,0.0,90,P-5,4
,,,-78.0,-71.0,,,,,,,6.6,34.5,0.0,90,P-5,4
-64.0,,-78.0,-73.0,,,-69.0,,,,,6.6,3.3,0.0,90,P-5,3
,,,-78.0,-62.0,-71.0,-78.0,-78.0,,,,9.3,39.3,0.0,90,P-5,1
-74.0,-75.0,-70.0,-71.0,,,,,,,,9.3,24.9,0.0,90,P-5,2
,,,,-76.0,,,,,,,6.6,39.3,0.0,90,P-5,1
-77.0,-69.0,-76.0,-73.0,,,-73.0,,,,,9.3,10.5,0.0,90,P-5,0
,,-68.0,-72.0,,,-71.0,-76.0,,,,6.6,17.7,0.0,90,P-5,5
,,,-75.0,,-78.0,,,,,,6.6,24.9,0.0,90,P-5,2
-71.0,-58.0,-72.0,-75.0,,,-78.0,,,,,6.6,12.9,0.0,90,P-5,0
,,,,-69.0,-75.0,,,,,,8.0,33.3,0.0,90,P-5,4
-75.0,,-62.0,-72.0,-77.0,,-78.0,-77.0,-75.0,,,9.3,20.1,0.0,90,P-5,5
-67.0,,-78.0,,,,-73.0,,,,,8.9,3.3,0.0,90,P-5,3
,,,-78.0,-72.0,-78.0,,,,,,6.6,34.5,0.0,90,P-5,4
-69.0,-75.0,-76.0,,,,,,,,,6.6,10.5,0.0,90,P-5,0
,,,-55.0,-73.0,-73.0,,,,,,6.6,27.3,0.0,90,P-5,2
,,,,-63.0,,,,,,,9.3,39.3,0.0,90,P-5,1
,,-73.0,-66.0,-72.0,,,,,,,8.0,26.1,0.0,90,P-5,2
-69.0,-63.0,,,,,-74.0,-76.0,-77.0,,,9.3,12.9,0.0,90,P-5,0
,,-78.0,-75.0,-67.0,-75.0,,,,,,6.6,34.5,0.0,90,P-5,4
,,-77.0,-62.0,,,,,,,,6.6,27.3,0.0,90,P-5,2
,,-71.0,-63.0,,-75.0,-78.0,,,,,9.3,27.3,0.0,90,P-5,2
,,,,-67.0,,,,,,,9.3,39.3,0.0,90,P-5,1
,,-77.0,-78.0,-73.0,-73.0,-76.0,,,,,8.0,33.3,0.0,90,P-5,4
,,,,-65.0,,,,,,,8.0,40.5,0.0,90,P-5,1
,,-71.0,-64.0,-72.0,-71.0,,,,,,8.0,26.1,0.0,90,P-5,2
,,,-74.0,,,,,,,,9.3,32.1,0.0,90,P-5,4
-78.0,-68.0,-77.0,-78.0,,,,,,,,8.0,11.7,0.0,90,P-5,0
-71.0,-75.0,-69.0,-64.0,-78.0,,-77.0,-77.0,,,,9.3,20.1,0.0,90,P-5,5
-71.0,-68.0,-78.0,-77.0,,,,,-76.0,,,9.3,12.9,0.0,90,P-5,0
-75.0,,-72.0,-65.0,-73.0,-78.0,,,,,,8.0,26.1,0.0,90,P-5,2
-66.0,-77.0,-77.0,-78.0,,,-77.0,,,,,8.9,5.7,0.0,90,P-5,3
-76.0,-68.0,-76.0,-71.0,,,-77.0,,,,,9.3,10.5,0.0,90,P-5,0
,,-60.0,-71.0,-76.0,,-77.0,-73.0,-76.0,,,9.3,20.1,0.0,90,P-5,5
,,,,-77.0,,,,,,,9.3,41.7,0.0,90,P-5,1
-66.0,-78.0,-78.0,,,,-75.0,,,,,6.6,5.7,0.0,90,P-5,3
,,-73.0,-64.0,-76.0,-72.0,,,,,,9.3,27.3,0.0,90,P-5,2
,,,-73.0,-72.0,-78.0,,,,,,8.0,33.3,0.0,90,P-5,4
,,-78.0,,-65.0,,-74.0,,,,,6.6,41.7,0.0,90,P-5,1
,,,-75.0,-76.0,-71.0,,,,,,6.6,32.1,0.0,90,P-5,4
-78.0,-74.0,-70.0,-66.0,-74.0,,-78.0,-76.0,,,,9.3,20.1,0.0,90,P-5,5
-71.0,-57.0,,-69.0,-73.0,,-77.0,,,,,8.0,11.7,0.0,90,P-5,0
,,,,-66.0,,,,,,,9.3,34.5,0.0,90,P-5,4
,,-77.0,-68.0,,-77.0,,,,,,9.3,27.3,0.0,90,P-5,2
-65.0,,-78.0,-73.0,,,-69.0,,,,,6.6,3.3,0.0,90,P-5,3
-76.0,,-73.0,-65.0,-75.0,,,,,,,9.3,24.9,0.0,0,P-1,2
-68.0,-62.0,,-74.0,,,,-78.0,,,,6.6,12.9,0.0,0,P-1,0
-76.0,-65.0,-74.0,,-77.0,,-76.0,,,,,6.6,10.5,0.0,0,P-1,0
-71.0,-76.0,,,,,-67.0,,-76.0,,,9.3,10.5,0.0,0,P-1,0
,,-78.0,-71.0,-77.0,,-75.0,-74.0,-78.0,,,9.3,17.7,0.0,0,P-1,5
-69.0,-66.0,-71.0,-69.0,,,-71.0,,-76.0,,,9.3,12.9,0.0,0,P-1,0
-76.0,-75.0,-70.0,-69.0,,,,,,,,9.3,24.9,0.0,0,P-1,2
-69.0,-63.0,,-76.0,,,-75.0,-78.0,,,,6.6,10.5,0.0,0,P-1,0
-72.0,-64.0,,,,,,-72.0,,,,9.3,12.9,0.0,0,P-1,0
-76.0,,,,,,,,,,,6.6,5.7,0.0,0,P-1,3
-71.0,-72.0,,-76.0,,,-72.0,,,,,8.9,5.7,0.0,0,P-1,3
-66.0,-78.0,,,,,-77.0,-78.0,,,,6.6,3.3,0.0,0,P-1,3
-62.0,-69.0,-70.0,-71.0,-73.0,,,,,,,6.6,17.7,0.0,0,P-1,5
-71.0,-75.0,,,,,,,,,,6.6,10.5,0.0,0,P-1,0
,-78.0,-78.0,,-71.0,-77.0,,,,,,9.3,32.1,0.0,0,P-1,4
,,-71.0,-65.0,-73.0,-68.0,,,,,,8.0,26.1,0.0,0,P-1,2
-73.0,,,,,,,,,,,8.9,5.7,0.0,0,P-1,3
,,,,-64.0,-78.0,-77.0,,,,,8.0,40.5,0.0,0,P-1,1
-70.0,,,,,,,,,,,8.9,3.3,0.0,0,P-1,3
-77.0,-65.0,-73.0,-75.0,,,-72.0,,,,,6.6,12.9,0.0,0,P-1,0
,,,-77.0,-66.0,,,,,,,9.3,34.5,0.0,0,P-1,4
-75.0,-72.0,-64.0,-66.0,-71.0,,,-78.0,,,,6.6,20.1,0.0,0,P-1,5
-70.0,-76.0,,,,,-77.0,,,,,6.6,10.5,0.0,0,P-1,0
-71.0,-66.0,-76.0,,,,,,,,,6.6,12.9,0.0,0,P-1,0
,,,,,,,,,,,9.3,41.7,0.0,0,P-1,1
-77.0,,-61.0,,,,,-77.0,,,,6.6,20.1,0.0,0,P-1,5
-71.0,-65.0,-77.0,-76.0,-75.0,,,,,,,6.6,10.5,0.0,0,P-1,0
,-76.0,-57.0,-74.0,,,-76.0,-66.0,,,,6.6,20.1,0.0,0,P-1,5
-71.0,,-69.0,-51.0,-68.0,,-76.0,,,,,6.6,27.3,0.0,0,P-1,2
,,,,-66.0,,,,,,,8.0,40.5,0.0,0,P-1,1
-75.0,-78.0,-72.0,-65.0,-74.0,,,,,,,9.3,24.9,0.0,0,P-1,2
,,-60.0,-75.0,-78.0,,,-65.0,,,,6.6,20.1,0.0,0,P-1,5
-72.0,-78.0,-74.0,,,,-77.0,,,,,8.9,5.7,0.0,0,P-1,3
,,-73.0,-67.0,-77.0,,-76.0,,,,,6.6,32.1,0.0,0,P-1,4
,-76.0,-67.0,,,,,-76.0,,,,8.0,18.9,0.0,0,P-1,5
,-77.0,,-76.0,,,-75.0,,,,,6.6,5.7,0.0,0,P-1,3
-67.0,-72.0,,,,,-75.0,-78.0,-78.0,-75.0,,6.6,10.5,0.0,0,P-1,0
,,,-77.0,-64.0,,,,,,,8.0,40.5,0.0,0,P-1,1
,,,,,,,,,,,9.3,41.7,0.0,0,P-1,1
-71.0,,,-77.0,,,-78.0,,,,,8.9,3.3,0.0,0,P-1,3
,,,-77.0,,-74.0,,,,,,9.3,32.1,0.0,0,P-1,4
-69.0,,,,,,-74.0,,-76.0,,,9.3,10.5,0.0,0,P-1,0
,,,,-67.0,-76.0,,,,,,6.6,41.7,0.0,0,P-1,1
,,-76.0,-74.0,-72.0,,,,,,,9.3,32.1,0.0,0,P-1,4
,,-71.0,-69.0,-78.0,-74.0,-78.0,,,,,6.6,32.1,0.0,0,P-1,4
,,-76.0,-64.0,-72.0,-72.0,,,,,,8.0,26.1,0.0,0,P-1,2
-77.0,-72.0,-77.0,-74.0,,,-69.0,,-74.0,,,9.3,17.7,0.0,0,P-1,5
,,-65.0,-74.0,,,,,-74.0,,,8.0,18.9,0.0,0,P-1,5
,,,,-61.0,,,,,,,8.0,40.5,0.0,0,P-1,1
,,,,-69.0,,,,,,,9.3,39.3,0.0,0,P-1,1
-65.0,-72.0,-78.0,,,,,-78.0,-78.0,,,9.3,10.5,0.0,0,P-1,0
-76.0,-70.0,,,,,,,,,,6.6,5.7,0.0,0,P-1,3
-71.0,-65.0,-76.0,-75.0,-75.0,,,,,,,6.6,10.5,0.0,0,P-1,0
-72.0,,,,,,,,,,,8.9,3.3,0.0,0,P-1,3
,,-73.0,-77.0,,,-76.0,,,,,6.6,17.7,0.0,0,P-1,5
-72.0,-71.0,-72.0,-71.0,-77.0,,-68.0,-75.0,-74.0,-78.0,,9.3,17.7,0.0,0,P-1,5
-67.0,-72.0,,,,,-73.0,-76.0,-77.0,,,9.3,10.5,0.0,0,P-1,0
-75.0,,-72.0,-65.0,-73.0,-78.0,,,,,,8.0,26.1,0.0,0,P-1,2
,,,-77.0,-62.0,-71.0,,-78.0,,,,9.3,39.3,0.0,0,P-1,1
-65.0,,,,,,-73.0,,,,,8.9,3.3,0.0,0,P-1,3
-71.0,-68.0,,,,,-78.0,,,,,6.6,5.7,0.0,0,P-1,3
,,-76.0,-78.0,-76.0,-69.0,,,,,,9.3,32.1,0.0,0,P-1,4
,,-78.0,,-70.0,,,,,,,9.3,41.7,0.0,0,P-1,1
,,,,-78.0,,,,,,,6.6,41.7,0.0,0,P-1,1
-62.0,,,,,,,,,,,8.9,3.3,0.0,0,P-1,3
,,,,-64.0,,,,,,,6.6,41.7,0.0,180,P-1,1
,,,-78.0,-63.0,,,,,,,6.6,39.3,0.0,180,P-1,1
,,-78.0,,-63.0,,-77.0,,,,,6.6,41.7,0.0,180,P-1,1
-72.0,,,,,,,,,,,8.9,5.7,0.0,180,P-1,3
-76.0,-72.0,-72.0,-69.0,,,,,,,,9.3,24.9,0.0,180,P-1,2
,-75.0,-64.0,,,,,-76.0,,,,8.0,18.9,0.0,180,P-1,5
,,,,-74.0,,,,,,,8.0,33.3,0.0,180,P-1,4
-69.0,-63.0,,,,,-74.0,-76.0,-77.0,,,9.3,12.9,0.0,180,P-1,0
,,,,-76.0,,,,,,,9.3,32.1,0.0,180,P-1,4
-62.0,-78.0,-77.0,,,,-75.0,,,,,8.9,5.7,0.0,180,P-1,3
,-78.0,-73.0,-73.0,,,-75.0,-78.0,,,,6.6,17.7,0.0,180,P-1,5
,,,-57.0,-73.0,,,,,,,6.6,27.3,0.0,180,P-1,2
,,,,-62.0,-71.0,-78.0,-77.0,,,,9.3,39.3,0.0,180,P-1,1
-66.0,,,-62.0,,-75.0,-78.0,,,,,9.3,27.3,0.0,180,P-1,2
-71.0,-72.0,,-76.0,,,-72.0,,,,,8.9,5.7,0.0,180,P-1,3
-66.0,-68.0,,,,,-75.0,,,,,6.6,5.7,0.0,180,P-1,3
,,,-78.0,-68.0,,,,,,,6.6,41.7,0.0,180,P-1,1
,,-65.0,-75.0,,,,,,,,8.0,18.9,0.0,180,P-1,5
,,,,-66.0,,,,,,,8.0,40.5,0.0,180,P-1,1
-73.0,-58.0,-75.0,-78.0,,,,,,,,9.3,12.9,0.0,180,P-1,0
-63.0,-77.0,,-75.0,-74.0,,-71.0,-76.0,,,,6.6,3.3,0.0,180,P-1,3
,-75.0,-66.0,,,,-78.0,-76.0,,,,8.0,18.9,0.0,180,P-1,5
-69.0,-64.0,-70.0,-69.0,,,-69.0,,-75.0,,,9.3,12.9,0.0,180,P-1,0
,,-67.0,-75.0,,,,,,,,8.0,18.9,0.0,180,P-1,5
-72.0,-65.0,-71.0,-71.0,,,,,,,,9.3,12.9,0.0,180,P-1,0
,,-78.0,,-65.0,-76.0,,,,,,9.3,39.3,0.0,180,P-1,1
,-72.0,-67.0,-64.0,-76.0,-78.0,,-78.0,-78.0,,,9.3,20.1,0.0,180,P-1,5
,,,,-74.0,,-78.0,,,,,9.3,41.7,0.0,180,P-1,1
-78.0,,-72.0,-64.0,-78.0,-74.0,,,,,,6.6,24.9,0.0,180,P-1,2
-66.0,,,,,,,,,,,6.6,3.3,0.0,180,P-1,3
,,,,-74.0,,,,,,,6.6,41.7,0.0,180,P-1,1
,,,,-72.0,,,,,,,6.6,41.7,0.0,180,P-1,1
,,,,-60.0,,,-77.0,,,,8.0,40.5,0.0,180,P-1,1
,,,-78.0,-78.0,-75.0,,,,,,6.6,32.1,0.0,180,P-1,4
,,,,-65.0,,,,,,,9.3,41.7,0.0,180,P-1,1
,,,-78.0,-75.0,,,,,,,8.0,33.3,0.0,180,P-1,4
,,-76.0,-77.0,-71.0,-72.0,,,,,,9.3,32.1,0.0,180,P-1,4
,,-65.0,-77.0,,,,-74.0,,,,9.3,20.1,0.0,180,P-1,5
,,-78.0,,-61.0,,-78.0,,,,,6.6,41.7,0.0,180,P-1,1
,,-78.0,-78.0,-62.0,,,,,,,6.6,39.3,0.0,180,P-1,1
-71.0,-66.0,-71.0,-75.0,-71.0,,-78.0,,,,,6.6,10.5,0.0,180,P-1,0
-76.0,,,-73.0,-72.0,-74.0,-77.0,,,,,9.3,34.5,0.0,180,P-1,4
-62.0,,,,,,,,,,,7.8,4.5,0.0,180,P-1,3
,,-72.0,-68.0,-77.0,,-73.0,,,,,6.6,32.1,0.0,180,P-1,4
-78.0,,-76.0,-74.0,-72.0,,,,,,,9.3,32.1,0.0,180,P-1,4
,,-74.0,-78.0,-61.0,,-77.0,,,,,6.6,41.7,0.0,180,P-1,1
,,-76.0,-76.0,-76.0,-71.0,,,,,,9.3,32.1,0.0,180,P-1,4
,-65.0,,,,,,-77.0,-72.0,,,8.0,11.7,0.0,180,P-1,0
-76.0,-77.0,-71.0,-75.0,,,-74.0,,,,,9.3,17.7,0.0,180,P-1,5
,,-71.0,-65.0,-70.0,-63.0,,,,,,8.0,26.1,0.0,180,P-1,2
,,-59.0,-78.0,-78.0,,,,,,,6.6,20.1,0.0,180,P-1,5
-68.0,-63.0,,-73.0,,,,-76.0,-78.0,,,6.6,12.9,0.0,180,P-1,0
,-75.0,-65.0,-75.0,-75.0,,,-78.0,,,,6.6,17.7,0.0,180,P-1,5
-63.0,-70.0,-78.0,,,,-74.0,-74.0,-76.0,,,9.3,10.5,0.0,180,P-1,0
,-78.0,-71.0,-72.0,,,-74.0,-77.0,,,,9.3,17.7,0.0,180,P-1,5
,,-78.0,,-60.0,-78.0,,,,,,9.3,34.5,0.0,180,P-1,4
,-74.0,-76.0,-71.0,,,,,,,,9.3,24.9,0.0,180,P-1,2
,,,,-65.0,-78.0,,,,,,9.3,39.3,0.0,180,P-1,1
,,,-78.0,,,,,,,,8.0,33.3,0.0,180,P-1,4
,,,-75.0,,,,,,,,6.6,32.1,0.0,180,P-1,4
,,-76.0,-74.0,-75.0,,,,,,,9.3,32.1,0.0,180,P-1,4
-76.0,-67.0,-76.0,-71.0,,,-77.0,,,,,9.3,10.5,0.0,270,P-1,0
,,,,-60.0,,,-77.0,,,,8.0,40.5,0.0,270,P-1,1
-67.0,,,,,,-74.0,,,,,8.9,3.3,0.0,270,P-1,3
-74.0,,-76.0,,,,,,,,,7.8,4.5,0.0,270,P-1,3
,,,,-68.0,,,,,,,6.6,41.7,0.0,270,P-1,1
-73.0,-74.0,-75.0,,,,,,,,,6.6,10.5,0.0,270,P-1,0
-73.0,-73.0,-65.0,-68.0,-71.0,,,-78.0,,,,6.6,17.7,0.0,270,P-1,5
,,,-77.0,-65.0,-67.0,-78.0,-76.0,,,,9.3,39.3,0.0,270,P-1,1
,,,,-66.0,,,,,,,9.3,39.3,0.0,270,P-1,1
-71.0,-78.0,,,,,-77.0,,-76.0,,,9.3,10.5,0.0,270,P-1,0
-77.0,-71.0,-74.0,-71.0,-78.0,,-68.0,-78.0,-77.0,,,9.3,17.7,0.0,270,P-1,5
,,-78.0,,-60.0,,,,,,,6.6,41.7,0.0,270,P-1,1
-78.0,-74.0,-66.0,-73.0,,,,,,,,8.0,18.9,0.0,270,P-1,5
-65.0,,,,,,-73.0,,,,,8.9,3.3,0.0,270,P-1,3
-71.0,,-72.0,-75.0,-71.0,,-76.0,,,,,6.6,10.5,0.0,270,P-1,0
,,,-75.0,-75.0,-77.0,,,,,,8.0,33.3,0.0,270,P-1,4
-77.0,-64.0,-78.0,-73.0,,,-78.0,,,,,8.0,11.7,0.0,270,P-1,0
,,-78.0,-75.0,-64.0,,,,,,,6.6,34.5,0.0,270,P-1,4
,-77.0,-72.0,-68.0,-68.0,,,,,,,9.3,24.9,0.0,270,P-1,2
,,-69.0,-64.0,,,,,,,,9.3,24.9,0.0,270,P-1,2
-78.0,,,-69.0,,,,,,,,6.6,24.9,0.0,270,P-1,2
-73.0,-68.0,-78.0,-77.0,,,,,-78.0,,,9.3,12.9,0.0,270,P-1,0
,,,,-68.0,-77.0,,,,,,8.0,33.3,0.0,270,P-1,4
-67.0,-78.0,,,,,-78.0,-78.0,,,,6.6,3.3,0.0,270,P-1,3
,,,,-78.0,-76.0,,,,,,9.3,32.1,0.0,270,P-1,4
-66.0,,-73.0,-61.0,,-73.0,-75.0,,,,,9.3,27.3,0.0,270,P-1,2
,,,-72.0,-72.0,,,,,,,8.0,33.3,0.0,270,P-1,4
,,,,-63.0,,,,,,,6.6,39.3,0.0,270,P-1,1
-70.0,-65.0,-72.0,-78.0,,,-70.0,-76.0,-75.0,,,8.0,11.7,0.0,270,P-1,0
,,,,-67.0,,,,,,,8.0,40.5,0.0,270,P-1,1
,,-78.0,-78.0,-67.0,,,,,,,6.6,41.7,0.0,270,P-1,1
,,,-53.0,-68.0,-71.0,-77.0,,,,,6.6,27.3,0.0,270,P-1,2
-67.0,,-65.0,-71.0,-75.0,,-78.0,-77.0,,,,9.3,17.7,0.0,270,P-1,5
,,-73.0,-64.0,,,,,,,,9.3,24.9,0.0,270,P-1,2
-68.0,,,,,,-75.0,-78.0,-78.0,-75.0,,6.6,10.5,0.0,270,P-1,0
-66.0,-62.0,,-77.0,,,-73.0,-77.0,,,,6.6,10.5,0.0,270,P-1,0
,,-65.0,-69.0,,,-75.0,-76.0,-77.0,,,8.0,18.9,0.0,270,P-1,5
-63.0,-77.0,-76.0,-77.0,-74.0,,-69.0,-76.0,,,,6.6,3.3,0.0,270,P-1,3
,-61.0,-74.0,,,,,,,,,9.3,12.9,0.0,270,P-1,0
-70.0,-62.0,-72.0,,,,-74.0,,,,,6.6,12.9,0.0,270,P-1,0
,-75.0,-63.0,,,,-78.0,-76.0,,,,8.0,18.9,0.0,270,P-1,5
,,-71.0,-64.0,,,,,,,,9.3,24.9,0.0,270,P-1,2
,,-78.0,,-60.0,,-77.0,,,,,6.6,41.7,0.0,270,P-1,1
,,,-77.0,-74.0,-75.0,,,,,,6.6,34.5,0.0,270,P-1,4
,,,-57.0,-74.0,-74.0,,,,,,6.6,27.3,0.0,270,P-1,2
-67.0,-76.0,-69.0,,,,,-78.0,-77.0,,,9.3,17.7,0.0,270,P-1,5
-73.0,-64.0,-72.0,-76.0,-72.0,,-77.0,,-78.0,,,6.6,10.5,0.0,270,P-1,0
-65.0,,,,,,-77.0,,,,,8.9,3.3,0.0,270,P-1,3
,,,,-65.0,,,,,,,9.3,34.5,0.0,270,P-1,4
,,-77.0,-68.0,,-78.0,,,,,,8.0,26.1,0.0,270,P-1,2
-71.0,-78.0,-65.0,-68.0,-74.0,-77.0,,-77.0,,,,6.6,20.1,0.0,270,P-1,5
,,,-56.0,-75.0,-72.0,,,,,,6.6,27.3,0.0,270,P-1,2
-77.0,,,-78.0,,,,,,,,7.8,4.5,0.0,270,P-1,3
,,,,-69.0,,,,,,,9.3,39.3,0.0,270,P-1,1
,,-77.0,-75.0,,-67.0,,,,,,9.3,27.3,0.0,270,P-1,2
,,-77.0,-68.0,-76.0,-73.0,,,,,,6.6,32.1,0.0,270,P-1,4
-64.0,,,,,,,,,,,8.9,3.3,0.0,270,P-1,3
,-77.0,-73.0,-66.0,-75.0,,,,,,,9.3,24.9,0.0,270,P-1,2
,,-78.0,-78.0,-62.0,,,,,,,6.6,39.3,0.0,270,P-1,1
,,,,-68.0,-77.0,,,,,,6.6,39.3,0.0,270,P-1,1
,,,,,-71.0,,,,,,9.3,32.1,0.0,270,P-1,4
,,,,-75.0,,,,,,,6.6,41.7,0.0,270,P-1,1
-72.0,,-69.0,-46.0,-68.0,,-76.0,-78.0,,,,6.6,27.3,0.0,270,P-1,2
-66.0,-68.0,-65.0,-69.0,-76.0,,,,,,,6.6,17.7,0.0,270,P-1,5
,,-65.0,-69.0,-78.0,,-75.0,-76.0,-77.0,,,8.0,18.9,0.0,90,P-1,5
-65.0,-74.0,,-77.0,,,,-78.0,-78.0,,,9.3,10.5,0.0,90,P-1,0
,-73.0,-66.0,-66.0,,,,,,,,9.3,24.9,0.0,90,P-1,2
,,,,-66.0,,-78.0,,,,,6.6,41.7,0.0,90,P-1,1
-65.0,-65.0,-73.0,-76.0,-78.0,,-78.0,,,,,8.9,5.7,0.0,90,P-1,3
-72.0,,-65.0,-69.0,-69.0,,,,-76.0,,,6.6,20.1,0.0,90,P-1,5
-67.0,-64.0,-71.0,-71.0,,,,,,,,9.3,12.9,0.0,90,P-1,0
